house_number,hhcount,hh_income,latitude,longitude,household_sample_size
145,4,3000,8236704.075813886,688073.2529189815,4
146,2,40000,8224047.143455075,688393.5953718773,2
147,4,10000,8227981.704721897,686308.746783881,4
148,3,2000,8228747.323892411,690968.588202554,3
149,3,6000,8239731.192067039,687784.5014746641,3
150,3,24000,8227951.723005688,686351.7606163187,3
151,3,25000,8228267.65689793,690843.104041834,3
152,6,30000,8225613.55267495,687690.6038617981,6
153,2,30000,8225593.506722355,687688.5114262996,2
154,4,80000,8239738.637615355,687808.6132630378,4
155,6,5000,8234754.065698011,689872.3023014859,6
156,5,25000,8224135.138922608,685666.9504191446,5
157,3,10000,8228506.760943569,690937.7068600135,3
158,3,20000,8236884.035664337,687816.6373673116,3
159,4,10000,8225011.536159268,690194.134972939,4
160,5,50000,8224363.594538956,685935.5881502342,5
161,3,28000,8224181.5524880625,685714.4425831237,3
162,4,15000,8228683.463508502,691157.8711523953,4
163,4,15000,8231905.354957907,690335.6104456526,4
164,4,3000,8234725.16404656,689898.9855346362,4
165,4,10000,8229777.712263753,691380.2703380844,4
166,5,20000,8239735.2016619975,687762.409851109,5
167,4,46000,8228604.343252701,691256.8648386926,4
168,4,20000,8228641.459189655,691042.1285246242,4
169,4,1000,8226290.652797669,684536.4258953811,4
170,3,20000,8228481.3100892855,690897.1049819465,3
171,4,25000,8231754.676741162,690691.3625949265,4
172,4,1000,8229412.69286513,691137.6858744606,4
173,4,20000,8227976.593215557,686234.6718383727,4
174,6,200000,8236860.456630799,687676.8021252415,6
175,4,3000,8236744.908481961,688105.3378544279,4
176,4,20000,8228139.591751237,690841.5356093423,4
177,6,3000,8224756.933962037,689207.7385992509,6
178,5,20000,8228595.594822061,691274.096643569,5
179,2,36000,8231887.239235975,690330.6472658437,2
180,5,50000,8228480.627319386,690865.3695787766,5
181,2,36000,8224041.542581991,688378.1669979186,2
182,6,15000,8228324.373692542,690914.7420833916,6
183,4,15000,8228621.434402434,691269.5116417927,4
184,3,20000,8224340.683876945,685933.4732574085,3
185,3,10000,8239753.657963534,687841.446448629,3
186,3,250000,8236837.708913349,687932.7284045466,3
187,2,30000,8236887.680887041,687837.8286892234,2
188,4,30000,8227965.127952929,686234.5756568494,4
189,5,20000,8231886.513888537,690303.7149983852,5
190,4,10000,8239747.637012985,687761.5523203842,4
191,4,30000,8225180.985814256,690430.7335939105,4
192,4,15000,8239718.498150817,687816.1398304466,4
193,3,35000,8229317.888723463,691221.2476446228,3
194,3,20000,8225193.438255631,690426.995159801,3
195,5,25000,8227998.6489657005,686225.2423021307,5
196,3,35000,8229696.119024141,691399.4159428345,3
197,4,56,8229284.08648104,691133.0116118804,4
198,3,30000,8224159.117440622,685655.6159752016,3
199,3,20000,8228444.62988175,690940.0571530645,3
200,6,3000,8231758.565143489,690683.7027870566,6
201,3,20000,8225629.614482735,687711.8897887489,3
202,4,3000,8236890.360154236,687530.852919925,4
203,4,80000,8224978.336289169,688292.1064993235,4
204,3,25000,8224821.466107755,689755.2694772077,3
205,4,10000,8236943.539584837,687788.2826116283,4
206,4,46000,8226226.27760317,684502.46991685,4
207,6,30000,8228149.4654494375,690915.6549539925,6
208,4,20000,8231955.764547656,690363.9294182713,4
209,5,20000,8228031.035846441,690815.6778587477,5
210,8,4000,8225570.635451699,687681.5882802943,8
211,3,30,8225136.192319719,690417.8511200119,3
212,4,30000,8224389.613100447,685908.890186216,4
213,3,250000,8236767.184141568,688070.8992406958,3
214,4,25000,8236715.221366228,688111.8205110421,4
215,4,20000,8229293.591327411,691157.5770334665,4
216,6,5000,8239763.518588219,687919.4489855127,6
217,3,10000,8234707.201594364,689875.7501548713,3
218,3,10000,8228735.433022673,691330.6105129131,3
219,3,250000,8225010.735527928,688301.9951553493,3
220,5,25000,8228075.25327437,690878.4804333068,5
221,5,28000,8232108.971721253,690524.9997922787,5
222,3,6000,8234716.718040017,689880.6400456524,3
223,3,2000,8228113.769385786,690844.1981076563,3
224,3,10000,8226523.216263858,685022.2823586495,3
225,3,24000,8236845.947813576,687583.3811781809,3
226,6,200000,8239758.047378471,687774.1453699957,6
227,3,25000,8223824.639920059,686206.051528735,3
228,3,2000,8239757.287764716,687864.5642513884,3
229,3,20000,8228532.393647632,690957.1573184151,3
230,8,4000,8234930.739750621,688700.5743777304,8
231,8,4000,8224026.953542486,685478.8012095932,8
232,3,10000,8232028.764175992,690491.3425691414,3
233,4,20000,8228546.191981138,690908.2392541913,4
234,4,1000,8231761.778067175,690643.3413758017,4
235,6,3000,8236900.817633823,687537.6737151933,6
236,4,20000,8228499.720417771,690867.4566825744,4
237,3,20000,8224034.341753203,688326.1958044084,3
238,4,10000,8228126.501184825,690919.3034326163,4
239,4,10000,8233485.640270798,688292.2043274273,4
240,6,15000,8224969.148484733,690123.5929800528,6
241,6,15000,8224971.77528782,690151.4945299991,6
242,3,250000,8225635.273299719,687720.5899553634,3
243,4,80000,8236835.799373295,687653.5105080756,4
244,4,15000,8227958.508453589,690916.0097139772,4
245,4,10000,8225190.225315364,690467.3445234434,4
246,4,50000,8224010.024355155,685446.9372173061,4
247,3,30000,8232203.356441723,690440.22008635,3
248,3,25000,8225559.58131259,687745.9056850729,3
249,3,20000,8228155.197407518,690873.8459539367,3
250,5,20000,8236882.861049717,687626.974513432,5
251,4,30000,8239762.148318172,687854.9853820798,4
252,3,10000,8232188.651586479,690483.3689121229,3
253,4,30000,8226307.985251438,684520.2267558895,4
254,8,4000,8228298.65029251,690905.8674771619,8
255,3,10000,8232144.544199624,690500.3012349352,3
256,4,20000,8225610.507581146,687711.7280056992,4
257,4,5000,8224029.099408001,688380.945050952,4
258,3,20000,8228010.814154399,690833.7721834377,3
259,4,3000,8228104.289111293,690835.4632568907,4
260,3,20000,8232174.991763273,690404.3960267009,3
261,4,3000,8223982.887447404,688310.3775980151,4
262,5,15000,8237682.422054396,687242.6257338373,5
263,4,46000,8232160.04011798,690476.3924289874,4
264,4,15000,8231922.334110029,690361.7201405764,4
265,3,24000,8236894.177372075,687860.9677160962,3
266,4,30000,8228546.76215615,690841.9003897038,4
267,3,25000,8225036.676242523,688284.9114781194,3
268,4,46000,8232172.117695369,690516.8854470011,4
269,4,5000,8231931.832777039,690368.5329288271,4
270,4,30000,8224300.795997186,685905.260922155,4
271,4,200000,8239807.43337498,687813.0390742798,4
272,4,1000,8229767.5076664295,691344.6047734758,4
273,2,30000,8236886.837958227,687608.7328647145,2
274,4,200000,8233505.628300218,688301.9903443952,4
275,4,3000,8236885.680196199,687848.3921737956,4
276,4,46000,8223809.185997952,686226.1083510169,4
277,4,30000,8224034.153757371,688348.3039967933,4
278,3,5000,8239697.7421421055,687783.2585370294,3
279,4,46000,8224029.377356016,688348.2633784811,4
280,3,20000,8228787.0412481055,691017.0054343964,3
281,4,1000,8239688.629556934,687843.7859703348,4
282,4,50000,8224431.242387043,689311.9304118238,4
283,5,15000,8236418.7727672625,687589.6835675362,5
284,5,50000,8237652.028285329,687219.2858037228,5
285,6,5000,8224687.607562709,685662.3372690142,6
286,3,10000,8227990.934599194,690556.723618585,3
287,4,3000,8224012.503785103,685493.0993927552,4
288,4,3000,8239737.940230015,687777.824367756,4
289,6,3000,8228256.94011554,690867.0492127193,6
290,5,50000,8228636.520376203,691171.8897508098,5
291,4,4000,8224721.001358255,689164.1719405038,4
292,3,250000,8228326.573930292,690881.108694566,3
293,4,20000,8225016.263310911,690199.9436277458,4
294,2,15000,8227995.692061903,690814.4126016593,2
295,5,20000,8225615.504056957,687685.813581028,5
296,4,20000,8239745.603941383,687775.9647971052,4
297,4,56,8231905.108193995,690364.4577177382,4
298,5,20000,8229318.699462341,691127.0238208189,5
299,3,6000,8231777.240982911,690623.2793788612,3
300,3,2000,8223853.808485895,686259.166994751,3
301,4,46000,8223847.598547092,686202.3994669393,4
302,4,80000,8234738.716477814,689878.9039130155,4
303,3,10000,8223799.27768776,686268.3210950567,3
304,5,50000,8237680.203828589,687279.1585231046,5
305,2,15000,8227974.093481037,686304.837087447,2
306,3,20000,8226488.364639558,684962.3858171243,3
307,4,15000,8228630.571920898,691207.092225366,4
308,4,30000,8236831.196327079,687911.5129598463,4
309,5,20000,8239780.082592247,687768.5586137067,5
310,5,20000,8231325.6974603515,690538.0828247939,5
311,2,36000,8228116.197729743,690895.1776973815,2
312,5,10000,8236461.7354188915,687595.8157414367,5
313,6,15000,8226537.723247799,685001.2528666629,6
314,5,4000,8224381.6319820145,685949.1977163949,5
315,5,15000,8236862.991369436,687818.3839637137,5
316,3,35000,8228697.886896852,691147.4186623322,3
317,5,50000,8228415.932443169,690943.6563952403,5
318,5,20000,8232183.684104168,690505.4445509126,5
319,3,35000,8228512.733542387,690909.8746351978,3
320,6,15000,8232959.191361603,688484.9970285392,6
321,4,20000,8236915.626422679,687811.1321206908,4
322,4,15000,8239711.87927657,687807.4265045999,4
323,4,10000,8228500.092223569,690824.192302453,4
324,6,3000,8224156.598022873,685614.2595355168,6
325,3,20000,8236876.508862697,687979.223818915,3
326,3,20000,8227990.6989672175,686261.7109285968,3
327,6,15000,8227987.6968344515,690599.9623430131,6
328,3,40000,8226262.6113913655,684576.5702000303,3
329,3,10000,8236866.701010539,687616.2583559677,3
330,4,46000,8236882.398369005,687568.2980098686,4
331,6,200000,8225559.882510398,687710.3379839344,6
332,4,3000,8234729.81985132,689913.4516828114,4
333,4,1000,8233516.55349854,688256.6984510899,4
334,4,30000,8239805.190145201,687852.4611226914,4
335,5,20000,8228438.599376183,690974.6192867954,5
336,4,30000,8228122.852054985,690857.2226307828,4
337,6,30000,8232145.829035902,690461.8459460372,6
338,5,15000,8226552.109959378,684994.6431498774,5
339,3,20000,8237613.971598027,687197.805440903,3
340,6,30000,8228627.680622404,691209.9518603561,6
341,3,30,8236932.434509167,687642.7808414509,3
342,3,20000,8228634.845201802,691033.4180548533,3
343,3,250000,8236705.9307079315,688080.0014387517,3
344,3,28000,8229785.555270636,691357.2604368435,3
345,3,35000,8229507.93194301,691482.6750986435,3
346,3,2000,8228411.945181704,690962.852078985,3
347,5,25000,8223780.609004143,686216.2553031701,5
348,4,20000,8225205.224401884,690389.603507089,4
349,5,15000,8236803.647567495,687891.0822701955,5
350,5,20000,8224784.076935949,689770.3306578809,5
351,6,15000,8236892.621402747,687603.010400852,6
352,5,50000,8223935.204192627,685862.1141786397,5
353,4,30000,8227973.218720568,686295.2151946174,4
354,3,10000,8226554.847791723,685010.048178346,3
355,3,30,8231821.067724824,690639.04114448,3
356,4,20000,8234675.948888231,689841.8222195434,4
357,3,20000,8223819.734290591,686221.3906797001,3
358,6,30000,8225598.299719197,687686.6292861601,6
359,5,15000,8231781.145838406,690613.6964104102,5
360,2,40000,8228444.762143334,690924.6742943185,2
361,4,50000,8224669.440829762,685664.1076577724,4
362,7,5000,8224637.2588110175,685628.2696048645,7
363,4,10000,8224730.250823977,689199.8201091596,4
364,4,10000,8228431.327569669,690931.2892822955,4
365,3,10000,8224730.447425007,689785.2526796521,3
366,6,20000,8232987.312475333,688437.1509309738,6
367,5,15000,8232070.960444572,690499.6713688693,5
368,5,15000,8228040.641682863,690903.181392679,5
369,6,15000,8224449.675499568,686148.9715002691,6
370,5,15000,8231949.058713973,690365.7953491285,5
371,3,5000,8229329.9628813155,691261.7362253033,3
372,6,3000,8231992.7131641805,690401.7498444126,6
373,4,80000,8224155.502157072,685744.985349916,4
374,4,5000,8225186.5774305565,690447.1246926168,4
375,6,15000,8224621.618568899,689532.4842551597,6
376,4,56,8224745.839516884,689164.3839892908,4
377,6,5000,8228158.311743603,690845.028117889,6
378,3,30000,8224732.440500703,689167.1535888296,3
379,3,20000,8229357.32529265,691302.3564899495,3
380,2,30000,8237841.255493402,687143.608573517,2
381,5,25000,8224589.121583095,689534.1289118577,5
382,5,28000,8229508.621728061,691205.8193477048,5
383,3,10000,8228220.929729913,690832.1260373272,3
384,6,5000,8239751.072972864,687807.7557574456,6
385,5,10000,8236964.818600929,687758.6442796823,5
386,3,24000,8232171.103406992,690412.0560239172,3
387,4,200000,8228317.283637961,690850.2610280403,4
388,3,10000,8236929.761087703,687619.6740048969,3
389,4,50000,8224352.916981511,685955.6857585083,4
390,5,15000,8229353.284291057,691216.7445715239,5
391,3,20000,8236916.8978562765,687773.6307234138,3
392,5,28000,8236906.786921398,687509.8303167329,5
393,3,35000,8224116.323515408,685632.1864425803,3
394,4,46000,8228020.426013591,690726.7495749553,4
395,6,30000,8228485.889131575,690920.2203779287,6
396,3,10000,8226505.208543934,685004.827214414,3
397,3,24000,8234941.554117324,688665.0804943505,3
398,4,3000,8224041.812349935,688346.4465336298,4
399,4,15000,8237881.186873046,687589.1369469201,4
400,6,15000,8224384.998661397,686114.7825685112,6
401,3,30000,8239709.781523704,687829.5341647736,3
402,4,10000,8231783.03236574,690616.597498243,4
403,6,30000,8239778.633767866,687827.2267174661,6
404,4,20000,8228666.169576588,691057.7252389297,4
405,3,10000,8228444.530678559,690951.5942977988,3
406,5,20000,8231817.6159222815,690595.7376031926,5
407,4,20000,8224336.854678152,685934.4024130341,4
408,5,15000,8236905.871499811,687505.013392449,5
409,3,25000,8226560.988904105,684961.0686460998,3
410,4,80000,8236498.292018337,687681.7259451612,4
411,6,200000,8236897.9844121635,687647.3004402891,6
412,4,15000,8232113.436231172,690450.0288600676,4
413,6,30000,8229365.507448498,691239.9267516499,6
414,4,5000,8228509.0438490845,690894.4588783844,4
415,6,15000,8227961.934205077,686387.4201688712,6
416,3,20000,8224644.844789555,685635.0623156654,3
417,6,200000,8232115.644691443,690526.9802314693,6
418,4,30000,8226341.806740837,684474.3621307957,4
419,6,200000,8231947.122784307,690368.663731934,6
420,6,200000,8236921.067709082,687516.6832279917,6
421,4,50000,8231783.320654112,690582.9424925058,4
422,6,3000,8231926.107253137,690367.5223006816,6
423,2,36000,8232135.011404572,690385.782513591,2
424,3,250000,8239750.984084553,687818.3366869213,3
425,6,3000,8225677.666656811,687678.6489431665,6
426,6,10000,8232145.844158519,690348.3705769135,6
427,3,2000,8234893.742497116,688667.561149993,3
428,4,15000,8228445.924260208,690900.6467934139,4
429,5,20000,8225567.972870972,687657.5317832823,5
430,4,3000,8227924.36824821,690885.9103248653,4
431,6,30000,8232062.127851601,690389.6929007114,6
432,8,4000,8228757.77644735,690975.4086684728,8
433,3,28000,8239799.688830523,687824.5176881498,3
434,6,20000,8227993.008625671,686328.0707711065,6
435,4,20000,8228196.465239583,690894.9063326049,4
436,4,20000,8229295.698481969,690890.732127106,4
437,4,50000,8232193.9326980375,690536.3053781172,4
438,4,20000,8231898.83830494,690315.3601457946,4
439,2,30000,8237668.374568722,687207.8803276382,2
440,5,20000,8228548.785670643,690939.9911891412,5
441,3,10000,8239760.818261566,687785.7122924658,3
442,4,4000,8226332.18915806,684481.973132561,4
443,3,10000,8239669.809743522,687808.0350519364,3
444,5,20000,8224663.100084821,685622.7182565748,5
445,4,15000,8227983.86674595,690600.8909383664,4
446,4,20000,8224401.693771176,689303.9873747185,4
447,5,50000,8239777.25514845,687763.7250096851,5
448,4,10000,8228355.486097058,690852.5123634117,4
449,4,20000,8239767.647222886,687769.4161438394,4
450,3,20000,8231792.62151677,690612.8330752911,3
451,5,50000,8224158.722608212,685702.7157231586,5
452,5,20000,8236919.03679405,687644.5918977943,5
453,3,40000,8226553.073349724,684993.6897976677,3
454,4,15000,8228487.816625444,690918.3139459447,4
455,5,20000,8228495.262093486,690941.454001521,5
456,3,10000,8229358.835359558,691237.9462423999,3
457,7,5000,8239822.52388735,687723.7023153489,7
458,6,15000,8236699.304834849,688072.2508695383,6
459,4,30000,8231933.413468609,690295.4612627618,4
460,4,25000,8239766.788220446,687757.8652774555,4
461,4,20000,8228103.168364227,690854.6833140954,4
462,3,6000,8223927.570139277,685861.0888336909,3
463,8,4000,8225017.088116514,690103.8159722486,8
464,7,5000,8228111.943935856,690751.57288498,7
465,4,4000,8228020.530805083,686350.4152850457,4
466,4,5000,8239754.183203802,687778.9227671947,4
467,2,30000,8236908.619976895,687848.5852516447,2
468,4,10000,8237773.373342905,687144.963444771,4
469,6,30000,8232051.171623563,690441.5284163395,6
470,2,30000,8231910.874842515,690360.6604645487,2
471,4,15000,8239784.175482754,687850.3606059292,4
472,6,5000,8228001.38970981,686354.1004421222,6
473,3,30000,8226233.013086648,684496.7577293055,3
474,4,10000,8239743.002699667,687744.1979406339,4
475,4,20000,8228484.999774073,690912.5207206949,4
476,3,6000,8228459.028212634,690932.4889511089,3
477,3,6000,8231840.954536761,690660.3677128882,3
478,2,30000,8239751.6465859115,687739.4606786926,2
479,4,20000,8225634.285394356,687724.427035614,4
480,2,30000,8234723.416420253,689879.7353425218,2
481,3,35000,8231913.544282082,690383.7628182838,3
482,3,10000,8228550.365957586,690978.464954303,3
483,3,10000,8236856.12060505,688016.5641301024,3
484,3,28000,8232938.345920282,688463.6635910623,3
485,2,40000,8232048.77370444,690386.6936963231,2
486,4,15000,8223885.5585432295,686232.5182459324,4
487,2,30000,8224007.0707405945,688387.4867465172,2
488,3,20000,8239829.557528715,687796.8713713102,3
489,3,2000,8239769.4402128225,687897.373407063,3
490,5,20000,8228482.931763182,690930.7714677188,5
491,2,30000,8225640.017469533,687724.4755733428,2
492,6,30000,8236879.935172104,688026.3832358466,6
493,5,4000,8229487.575344321,691208.5228845709,5
494,8,4000,8224187.082645573,685738.5211589189,8
495,5,28000,8226518.920465482,684964.5633915593,5
496,3,20000,8236425.180352808,687623.4013670395,3
497,4,20000,8231822.0068697445,690640.9724787298,4
498,3,30,8236907.453695499,687657.9603775223,3
499,4,3000,8226305.654948642,684455.7953269819,4
500,4,4000,8224328.39428857,685917.9893767321,4
501,3,10000,8228057.750786931,690564.9889663463,3
502,3,5000,8231747.740356117,690608.6020321808,3
503,6,3000,8231748.8689496955,690588.4172464432,6
504,3,10000,8232138.9914615685,690479.0972530274,3
505,2,40000,8236855.012835076,687642.129917309,2
506,4,10000,8227955.512478011,686355.6382450729,4
507,3,10000,8234814.545053343,689953.6060828115,3
508,4,10000,8236479.808079126,687720.0436447953,4
509,4,10000,8229386.479247956,691245.8765097137,4
510,6,30000,8236414.909125656,687594.4602137092,6
511,5,4000,8239755.219939087,687769.3117695798,5
512,4,10000,8226543.037214709,684936.8842939961,4
