house_number,hhcount,hh_income,latitude,longitude,household_sample_size
6873,3,45000,8256390.669176123,717882.9461070852,3
6874,5,200,8255971.140933043,718330.2968839275,5
6875,4,70000,8255790.693309069,718875.2607910748,4
6876,2,50,8255730.488478391,717996.1863326844,2
6877,5,20000,8255760.795044917,717729.6968817805,5
6878,6,100000,8256383.585963434,717885.7674495219,6
6879,5,30000,8256389.410806948,717628.448268287,5
6880,4,50,8256263.371623295,717855.1514471287,4
6881,10,15000,8255285.186340923,718286.7306549185,10
6882,4,50000,8255911.011858672,718822.6667243162,4
6883,4,80000,8255056.499851511,718609.6850931814,4
6884,3,40000,8255678.320657681,717380.8619720228,3
6885,5,150000,8255643.645550551,718978.6518270087,5
6886,6,50000,8255851.693201155,717416.922628617,6
6887,7,10000,8255289.025700986,718015.4881761326,7
6888,5,50000,8257051.34841362,717977.2082165967,5
6889,10,15000,8255736.273600521,718922.6551332158,10
6890,3,34000,8256844.84435246,717881.0408704695,3
6891,3,60000,8256419.631809925,717862.0223643692,3
6892,13,50000,8255261.083855176,718814.0009232658,13
6893,3,100000,8255304.495615234,719077.0160650339,3
6894,6,50000,8255144.881688451,718623.1165562547,6
6895,3,100000,8256633.968304606,717911.5482539521,3
6896,5,30000,8255527.708640685,718777.3931079217,5
6897,6,100,8255533.964455375,719436.5672472105,6
6898,3,50000,8255555.345040388,719109.6855321962,3
6899,3,30,8256629.631744785,717876.5576278397,3
6900,6,100000,8257103.839133732,717969.2114658841,6
6901,3,55000,8255349.55745416,719283.9377832317,3
6902,3,70000,8255205.19852858,719008.4746266117,3
6903,4,70000,8256496.261527793,717979.715974397,4
6904,5,50000,8256429.655092108,717773.4381076241,5
6905,3,50000,8255440.972528875,718578.328279822,3
6906,6,40000,8256036.070599564,718465.6705126633,6
6907,6,25000,8256996.509368961,717937.2128894352,6
6908,4,50000,8254773.497956281,718710.7804647684,4
6909,3,30,8256579.015630521,717880.0030575187,3
6910,3,40,8255795.794587438,717410.9234340022,3
6911,5,60000,8255414.0261287615,718076.1974122404,5
6912,5,60,8256181.7911703475,718607.3460244015,5
6913,3,70000,8256552.349400235,717622.6837188811,3
6914,5,30000,8255805.136660624,718792.6703507712,5
6915,4,30,8255590.352419292,719447.9171443083,4
6916,4,80,8255907.174064851,717791.5901268828,4
6917,2,50,8256085.066208875,717559.5197924937,2
6918,2,25000,8255232.760671271,719272.939238689,2
6919,4,70000,8255212.905701499,718858.6390402445,4
6920,5,50000,8256026.5955855325,717639.6312929278,5
6921,6,100000,8255609.28018355,718549.7384950491,6
6922,4,80000,8255985.026515669,718456.6920569185,4
6923,5,30000,8254757.051940459,718770.5639747948,5
6924,8,100,8256864.75357462,717840.2137944159,8
6925,3,100000,8256205.364578643,717726.8092457172,3
6926,5,60000,8254928.165681969,718642.545686488,5
6927,2,70000,8255279.366994243,718479.6610165371,2
6928,3,40,8255478.640206583,718527.6774524373,3
6929,3,50000,8255274.063321669,719160.0055954877,3
6930,8,100,8254506.960824164,718482.8427374172,8
